title,citation,date,form,part_of,part_of_links,condition,copyright,imageLink,uniqueID,parent_uniqueID,parent_date,parent_desc,parent_title,parent_scope,physical_desc,subject,physical_desc_notes,numbers,other,scope,date_notes,title_notes,notes,author,author_notes,finding_aids,scale
"George Wathen Beardmore and Willisbrooke Horace, Eglinton Hunt Club","Fonds 1244, Item 2252",1930,Photographs,Fonds 1244; William James family fonds,,"OPEN - No restrictions on these non-government records.Reseachers may not have access to original prints or negatives, but may use the reference prints available in the Research Hall.",Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1244/f1244_it2252.jpg,86467,46340,,,,,1 photoprint : b&w; ; 13 x 18 cm. — 1 photonegative : b&w; ; 10 x 12 cm,"Beardmore, George Wathen, 1851-1934 (browse  records)HORSE-DRAWN VEHICLES (browse  records) horses (browse  records)",neg is a copy neg.,,"A reference print of this image is available on the photograph collection shelves of the Research Hall. See James Collection, Volume 29.",Item consists of one photograph. Willisbrooke Horace was the champion 13 1/2 pony of Canada.,,,,,,,
Clarence Square looking north,"Fonds 200, Series 1465, File 475, Item 15",1886,Photographs,File 475; Open space - Clarence Square aerial views,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0475_it0015.jpg,551694,322573,"1834-1994, predominant 1984-1994",31 transparencies : col ; 35mm,Open space - Clarence Square aerial views,"File consists of images of Toronto 19th-century maps, Clarence Square, and aerial photographs.",,TOWNHOUSES (browse  records),,,,,,,,,,,
Amsterdam,"Fonds 200, Series 1465, File 643, Item 9",1990,Photographs,File 643; Amsterdam reference slides,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0643_it0009.jpg,573880,324312,1990,47 transparencies : colour ; 35mm,Amsterdam reference slides,"File consists of images of canals, streets and building types and designs in Amsterdam.",,,,,,,,,,,,,
Domestic appliances,"Fonds 200, Series 372, Subseries 94, Item 1013","February 28, 1917",Photographs,Subseries 94; Toronto Hydro-Electric photographs,,"OPEN - No restrictions on these government records.To preserve the original photographs, researchers should consult the microfilm reference copies available in the Research Hall, or view the images on-line.",Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0094/s0372_ss0094_it1013.jpg,357658,84067,1915-1925,"ca. 500 photoprints : b&w; ; 13 x 18 cm and smaller
ca. 12 photonegatives : b&w; ; 13 x 18 cm and smaller",Toronto Hydro-Electric photographs,Subseries consists of photographs of Toronto Hydro Electric displays.,1 photoprint b&w;: 13 x 18 cm,,,,"This photograph may be available on microfilm, located in the Research Hall microfilm cabinets at the City of Toronto Archives.",,,,,,,,
Works Committee,"Fonds 217, Series 249, File 337, Item 1",,,File 337; Works Committee,,OPEN - No restrictions on these government records.,Copyright may or may not be held by the City of Toronto...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo0217/ser0249/f0217_s0249_fl0337_it0001.jpg,437211,44476,1964,2 photoprints : b & w : 9 x 11 cm,Works Committee,"File consists of two photographs showing J.R. Williams, and G.G. Hurlburt standing in front of an unidentified construction site. These two men were members of the North York Works Committee in 1964.",,,,,,,,,,,,,
"Cookers and seed tanks, with innoculator room in the distance","Fonds 1583, Item 20","July 17, 1917",Photographs - buildings - interior views,Fonds 1583; British Acetones Toronto Limited fonds,,OPEN - No restrictions on these non-government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1583/f1583_it0020.jpg,138822,138740,,,,,1 photograph : b&w; ; 19 x 24 cm,distilleries (browse  records),,Album page number: 47; former City of Toronto Archives citation: SC 583-20.,,,,,,,,,
"Sarnia, Rapids King on Syncate-Wallaceburg","Fonds 1266, Item 1246","August 5, 1923",Photographs,Fonds 1266; Globe and Mail fonds,,"OPEN - No restrictions on these non-government records.To preserve the original negatives, researchers should consult the microfiche reference copies, available in the Research Hall.","Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 1246.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it1246.jpg,279878,46341,,,,,"1 photonegative : b&w;, glass ; 9 x 11 cm",,,Previously cited: City of Toronto Archives SC 266-1246.,"This photograph is available on microfiche, in the Research Hall at the City of Toronto Archives.",,,,,,,,
Inglis lands and Central Prison chapel looking east,"Fonds 200, Series 1465, File 58, Item 48",[between 1980 and 1998],Photographs,"File 58; District, Massey Ferguson",,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0058_id0048.jpg,441075,306893,[between 1980 and 1998],87 transparencies : col. ; 35mm,"District, Massey Ferguson","File consists of images of the Massey-Harris (later Massey-Ferguson) factories along King West near Strachan, as well as of the Port Lands and Liberty Village. ",,INDUSTRIAL DISTRICTS (browse  records) INDUSTRIAL FACILITIES (browse  records),,,,,,,,,,,
Barrington Avenue,"Fonds 220, Series 65, File 684, Item 29",,,File 684; Barrington Avenue,,"Vinegar syndrome has affected the original film media. It has been frozen for preservation reasons, and therefore may not be requested for viewing in the Research Hall. ",Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo0220/ser0065/s0065_fl0684_it0029.jpg,523448,348975,[196-?],35 photographs : b&w; negatives,Barrington Avenue,,,,,,,,,,,,,,
J. S. Atkinson of Toronto Star,"Fonds 1244, Item 1959",[1964?],"Photographs
Photographs - portraits",Fonds 1244; William James family fonds,,"OPEN - No restrictions on these non-government records.To preserve the original prints, researchers should consult the reference photocopies available in the Research Hall.",Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1244/f1244_it1959.jpg,53561,46340,,,,,1 photoprint : b&w; ; 25 x 20 cm. — 1 photonegative : b&w; ; 12 x 10 cm,businessmen (browse  records),neg is a copy neg.,,"A reference print of this image is available on the photograph collection shelves of the Research Hall. See James Collection, Volume 27.",,,,,,,,
"New Connexion Methodist conference, Lynden, C.W., June 1865","Fonds 1568, Item 13",1865,Photographs - portraits,Fonds 1568; Alexander W. Galbraith fonds,,OPEN - No restrictions on these non-government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1568/f1568_it0013.jpg,134809,46161,,,,,1 photoprint : b&w; ; 21 x 26 cm - 1 photonegative : b&w; ; 11 x 13 cm,CONFERENCES (browse  records),,Former City of Toronto Archives citation: SC 568-13.,,"Item is a copy of a photograph of the men attending the New Connexion Conference that was held at Lynden, C. W. in June, 1865.",,,The negative of this image is stored in the vault: Box no. 158644.,,,,
Looking south-west to Queen's Park ,"Fonds 200, Series 1465, File 397, Item 27",[between 1990 and 1994],Photographs,File 397; Aerial views of downtown,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0397_it0027.jpg,452861,322246,1990-1994,33 transparencies : col ; 35mm,Aerial views of downtown,File consists of aerial images of downtown and the waterfront.,,,,,,,,,,,,,
"Horse Parade, Catherine Beatty, 3rd prize pony (tawny), class 69","Fonds 1266, Item 14026","July 2, 1928",Photographs,Fonds 1266; Globe and Mail fonds,,"OPEN - No restrictions on these non-government records.To preserve the original negatives, researchers should consult the microfiche reference copies, available in the Research Hall.","Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 14026.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it14026.jpg,289195,46341,,,,,"1 photonegative : b&w;, glass ; 9 x 11 cm",,,Previously cited: City of Toronto Archives SC 266-14026.,"This photograph is available on microfiche, in the Research Hall at the City of Toronto Archives.",,,,,,,,
Low rise apartments,"Fonds 213, Series 1464, File 7, Item 15",,,File 7; Low rise apartments,,OPEN - No restrictions on these government records.,Copyright may or may not be held by the City of Toronto...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1464/s1464_fl0007_id0015.jpg,438893,305166,1956,29 transparencies : col. ; 35 mm and 5 x 5 cm,Low rise apartments,"File consists of images of predominantly exterior views of lowrise apartments and maisonettes. The following sites are referenced in the files: Don Mills, Greenbelt Village, Terrace Gardens (includes interior views), and Victoria Park and Lawrence Ave.",,,,,,,,,,,,,
Eaton Centre interior at Dundas,"Fonds 200, Series 1465, File 118, Item 82",[between 1980 and 1998],Photographs,File 118; Miscellaneous,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0118_id0082.jpg,443124,308289,[between 1977 and 1998],428 transparencies : col. ; b&w; ; 35mm ,Miscellaneous : vol. 2,"File consists of images of Toronto, including the waterfront between Bathurst and Spadina, the Skydome site and construction, the underground pedestrian PATH network, and Eaton Centre. There are also images of Vancouver and unidentified cities.",,SHOPPING CENTRES (browse  records),,,,,,,,,,,
Snow scenes in High Park along creek,"Fonds 1548, Series 393, Item 14876","February 10, 1918",,Series 393; John Boyd Sr. photographs,,OPEN - No restrictions on these non-government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1548/ser393/f1548_s0393_it14876.jpg,229745,46345,,,,,1 photoprint : b&w; ; 12 x 15 cm,,,,,,,,,,,,
Ver Mehr Filter — Dock,"Fonds 200, Series 372, Subseries 72, Item 454","February 18, 1915",Photographs,Subseries 72; Toronto Water Works photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0072/s0372_ss0072_it0454.jpg,98446,84021,1910-1953,"ca. 140 photoprints : b&w; ; 13 x 18 cm and smaller
ca. 1004 photonegatives : b&w; ; 13 x 18 cm and smaller",Toronto Water Works photographs,"Subseries consists of photographs documenting Toronto's water distrubution network during the first half of the twentieth century. Photographs in this subseries fall into two general categories: general views of facilities and detail views of specific components of the city's filtration plants, reservoirs, and pumping stations (e.g., pumps, filters, conduits, intake pipes, etc.). Subseries also features photographs of charts, plans, and mechanical drawings relating to water levels, water consumption, and water works facilities. Photographs in this subseries are arranged chronologically.",1 photonegative : b&w; ; 13 x 18 cm,,,,,,,,,,,,
North-east corner of Yonge and Carlton ,"Fonds 200, Series 1465, File 387, Item 14",[between 1984 and 1994],Photographs,File 387; Aerial views of downtown,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0387_it0014.jpg,452541,322182,1984-1994,20 transparencies : col ; 35mm,Aerial views of downtown,"File consists of images of downtown, mostly Yonge between Queen and College/Carleton.",,,,,,,,,,,,,
